<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
12-24-20;13:58:00;114658;115214;108097;111160;80
12-24-20;13:58:59;113915;115275;108150;111083;97
12-24-20;14:00:00;108793;115183;108155;112005;70
12-24-20;14:01:00;110961;115065;107913;113281;29
12-24-20;14:02:00;113829;115254;107917;113619;51
12-24-20;14:03:00;109623;114912;107977;112042;11
12-24-20;14:04:00;113886;115075;107929;109321;81
12-24-20;14:05:00;113010;115157;107919;110601;61
12-24-20;14:06:00;110957;115117;108578;114665;24
12-24-20;14:07:00;109799;115230;107911;109979;27
12-24-20;14:08:00;111377;115291;107963;114342;23
12-24-20;14:09:00;114786;115255;108125;110377;73
12-24-20;14:10:00;109820;115109;107902;110005;52
12-24-20;14:11:00;113491;114992;107929;110057;25
12-24-20;14:12:00;114749;114972;107969;110578;2
12-24-20;14:13:00;112231;115231;107909;112222;25
12-24-20;14:14:00;110001;114906;108248;112735;73
12-24-20;14:15:00;114670;115030;107924;107924;5
12-24-20;14:16:00;109809;115215;108143;111826;26
12-24-20;14:17:00;108021;115253;108021;112212;6
12-24-20;14:18:00;110778;115294;107947;111359;68
12-24-20;14:19:00;113590;115198;107973;111223;17
12-24-20;14:20:00;114671;114987;107919;114868;40
12-24-20;14:21:00;113950;115275;107972;112834;71
12-24-20;14:23:00;114071;115175;108217;112692;81
12-24-20;14:24:00;111443;115237;108233;112089;14
12-24-20;14:25:00;111262;114892;108078;111071;7
12-24-20;14:26:00;114957;115258;108036;112850;12
12-24-20;14:27:00;114441;115280;108032;108202;38
12-24-20;14:28:00;115010;115010;107982;109057;1
12-24-20;14:29:00;111574;115241;108096;110537;54
12-24-20;14:30:00;109179;115271;108079;112236;22
12-24-20;14:31:00;113512;115172;107962;113821;27
12-24-20;14:32:00;109099;114801;108035;110356;46
12-24-20;14:33:00;108923;115233;108276;113911;83
12-24-20;14:33:59;112012;115008;108074;114499;76
12-24-20;14:35:00;110540;115037;108027;112888;68
12-24-20;14:35:59;107916;114869;107916;110357;50
12-24-20;14:37:00;111467;115282;107993;109452;60
12-24-20;14:37:59;113947;115289;107953;110383;78
12-24-20;14:39:00;110262;115088;108013;111365;77
12-24-20;14:39:59;114475;115219;108116;113361;76
12-24-20;14:41:00;111065;114975;107902;114417;13
12-24-20;14:41:59;110989;115153;108142;114882;69
12-24-20;14:43:00;111443;115075;107970;113333;32
12-24-20;14:43:59;111190;115221;108018;109884;40
12-24-20;14:45:00;110295;115222;107954;109448;13
12-24-20;14:46:00;112542;115162;107932;109693;1
12-24-20;14:47:00;114033;115237;107952;115040;95
12-24-20;14:48:00;111998;115117;108100;109017;85
12-24-20;14:49:00;109895;115169;108000;108156;18
12-24-20;14:50:00;114717;115251;107903;113204;53
12-24-20;14:51:00;113688;115212;107943;113144;22
12-24-20;14:52:00;109813;115047;107970;112466;50
12-24-20;14:53:00;111952;115160;107912;110576;47
12-24-20;14:54:00;115138;115290;107993;111505;32
12-24-20;14:55:00;113006;115271;108125;108205;49
12-24-20;14:56:00;108941;115276;108206;113698;38
12-24-20;14:57:00;114887;115230;107989;111696;91
12-24-20;14:58:00;113252;115278;107904;110275;86
12-24-20;14:59:00;113915;115056;107904;110322;20
12-24-20;15:00:00;113981;115287;108065;108625;96
12-24-20;15:01:00;108776;115239;108067;110853;98
12-24-20;15:02:00;109393;115060;107972;109806;27
12-24-20;15:03:00;108362;115009;108002;110283;1
12-24-20;15:04:00;112475;114888;107917;108944;5
12-24-20;15:05:00;109195;115283;107919;112548;23
12-24-20;15:06:00;110395;115092;107968;114405;3
12-24-20;15:07:00;108006;115011;107956;113516;11
12-24-20;15:08:00;109246;115193;108175;111207;12
12-24-20;15:09:00;111574;115225;107946;109394;90
12-24-20;15:10:00;112372;115294;108018;113781;8
12-24-20;15:11:00;114690;114785;107951;110539;89
12-24-20;15:12:00;114423;115296;107989;113466;46
12-24-20;15:13:00;109969;115297;107967;112632;47
12-24-20;15:14:00;108120;115262;107902;108332;26
12-24-20;15:15:00;111352;115146;107927;112938;34
12-24-20;15:16:00;111358;115194;107901;113677;2
12-24-20;15:17:00;114824;115231;107998;115207;58
12-24-20;15:18:00;113643;115250;107916;110923;18
12-24-20;15:18:59;108084;115236;107967;111157;64
12-24-20;15:20:00;109521;115298;108000;110352;92
12-24-20;15:20:59;114167;115230;107993;108945;88
12-24-20;15:22:00;109094;115156;107927;114253;1
12-24-20;15:22:59;114062;115241;107974;109176;11
12-24-20;15:24:00;114400;115111;107933;114592;61
12-24-20;15:24:59;112407;115273;107961;112271;80
12-24-20;15:26:00;114229;115234;107967;109382;8
12-24-20;15:26:59;110410;114983;107966;112681;13
12-24-20;15:28:00;108971;115289;107957;112147;5
12-24-20;15:28:59;111397;115156;108020;109329;21
12-24-20;15:30:00;109580;115265;108074;111296;57
12-24-20;15:31:00;112640;115244;107958;112375;56
12-24-20;15:32:00;110472;115146;107988;111624;71
12-24-20;15:33:00;114908;115252;107907;112857;76
12-24-20;15:34:00;109484;115257;108049;112814;36
12-24-20;15:35:00;108295;115284;107910;113284;33
12-24-20;15:36:00;113040;115250;108064;108413;71
12-24-20;15:37:00;114303;115229;107947;108060;8
12-24-20;15:38:00;112524;115230;108063;109303;81
12-24-20;15:39:00;113692;115288;107963;114105;7
12-24-20;15:40:00;110568;115048;107930;113756;71
12-24-20;15:41:00;112506;115194;108005;109493;10
12-24-20;15:42:00;109202;115047;107932;113720;73
12-24-20;15:43:00;113705;115217;108057;111025;94
12-24-20;15:44:00;111380;115247;107989;108455;48
12-24-20;15:45:00;108025;115256;107981;110223;18
12-24-20;15:46:00;114632;115211;107926;108836;54
12-24-20;15:47:00;112686;115200;108074;111920;38
12-24-20;15:48:00;108584;115222;108121;108273;17
12-24-20;15:49:00;113335;115226;107911;109685;32
12-24-20;15:50:00;113985;115208;108237;113537;78
12-24-20;15:51:00;108077;115038;107976;109332;8
12-24-20;15:52:00;113037;115195;108329;108764;89
12-24-20;15:53:00;109773;115251;108140;114343;90
12-24-20;15:54:00;114723;115299;107910;110868;6
12-24-20;15:55:00;112184;115186;107998;114812;43
12-24-20;15:56:00;114985;115133;108141;114895;12
12-24-20;15:57:00;115243;115298;107957;112718;44
12-24-20;15:58:00;113197;115147;107914;112633;90
12-24-20;15:59:00;109079;115277;107909;113501;72
12-24-20;16:00:00;114948;115298;107943;113381;90
12-24-20;16:01:00;113994;115289;107917;113171;18
12-24-20;16:02:00;114906;115141;107923;114481;60
12-24-20;16:03:00;112951;115269;107943;110918;12
12-24-20;16:03:59;114982;115258;108089;108942;54
12-24-20;16:04:59;113459;115241;107912;115054;79
12-24-20;16:06:00;112775;115295;107985;114438;12
12-24-20;16:07:00;110623;114859;107996;109291;45
12-24-20;16:07:59;114659;115193;107911;111886;38
12-24-20;16:08:59;110310;115238;107957;115217;11
12-24-20;16:10:00;109263;115272;107904;108746;3
12-24-20;16:11:00;109456;115162;107918;109013;6
12-24-20;16:11:59;114606;115233;107929;111215;84
12-24-20;16:12:59;113793;115186;108338;109501;83
12-24-20;16:14:00;112160;115080;107928;109483;76
12-24-20;16:15:00;112285;114348;107965;113251;24
12-24-20;16:15:59;114738;115221;107917;110528;7
12-24-20;16:17:00;114121;115051;108031;110714;77
12-24-20;16:18:00;112844;115055;108053;110285;91
12-24-20;16:19:00;109563;115184;107939;113403;67
12-24-20;16:19:59;113962;115126;108246;109980;27
12-24-20;16:21:00;109807;114997;108062;114555;48
12-24-20;16:22:00;113265;115258;108015;110595;25
12-24-20;16:23:00;107964;115240;107964;109749;90
12-24-20;16:23:59;109945;115223;107960;114373;26
12-24-20;16:25:00;111129;115239;107908;109052;75
12-24-20;16:26:00;108756;114967;107968;113270;60
12-24-20;16:27:00;112227;115048;107921;110922;12
12-24-20;16:27:59;115242;115242;108015;112095;18
12-24-20;16:29:00;114450;115197;108381;115197;12
12-24-20;16:30:00;112037;115115;107968;113230;13
12-24-20;16:31:00;108994;115247;107908;110861;71
12-24-20;16:32:00;109640;115298;107954;110719;35
12-24-20;16:33:00;113293;115073;108142;111760;81
12-24-20;16:34:00;109690;115294;108009;108476;15
12-24-20;16:35:00;108003;115299;108003;108468;19
12-24-20;16:36:00;113382;115239;107939;113189;98
12-24-20;16:37:00;114277;115293;108010;108218;90
12-24-20;16:38:00;110482;115257;107974;114961;31
12-24-20;16:39:00;109053;114952;107938;111748;47
12-24-20;16:40:00;107923;115083;107919;110500;77
12-24-20;16:41:00;112966;115267;107971;112156;2
12-24-20;16:42:00;114094;115194;107928;113072;91
12-24-20;16:43:00;113382;115245;107949;109063;76
12-24-20;16:44:00;108532;115256;108005;110875;96
12-24-20;16:45:00;107989;115241;107917;112390;42
12-24-20;16:46:00;111047;115199;108236;109753;65
12-24-20;16:47:00;113840;115149;108236;110792;35
12-24-20;16:48:00;113256;115283;107930;115100;14
12-24-20;16:48:59;114551;115233;107900;111179;71
12-24-20;16:49:59;109717;115075;108173;112475;75
12-24-20;16:51:00;109005;115161;107923;108428;46
12-24-20;16:52:00;108660;115023;108083;111676;63
12-24-20;16:52:59;109443;115288;108049;110076;66
12-24-20;16:53:59;111978;115272;107924;114403;76
12-24-20;16:55:00;113427;115254;107946;110843;9
12-24-20;16:56:00;110169;115164;108256;114160;42
12-24-20;16:56:59;115214;115288;107940;114350;70
12-24-20;16:57:59;108706;115271;107931;114765;13
12-24-20;16:59:00;108158;115192;107929;110505;70
12-24-20;17:00:00;109333;115237;108154;110822;52
12-24-20;17:00:59;113084;115243;108033;111767;14
12-24-20;17:02:00;113874;115207;107934;114847;46
12-24-20;17:03:00;109328;115298;107954;111800;21
12-24-20;17:04:00;109170;115015;108178;111497;53
12-24-20;17:04:59;115228;115228;107927;113341;69
12-24-20;17:06:00;110610;115128;108001;112438;14
12-24-20;17:07:00;112999;115197;107993;112502;26
12-24-20;17:08:00;112865;115166;107949;112143;19
12-24-20;17:08:59;108652;115266;108014;109194;93
12-24-20;17:10:00;113087;115089;108132;108665;32
12-24-20;17:11:00;112699;115118;108041;114836;58
12-24-20;17:12:00;111335;114981;107996;110414;65
12-24-20;17:12:59;113047;115254;107902;111276;31
12-24-20;17:14:00;109848;115254;107939;110884;27
12-24-20;17:15:00;110296;115154;107971;112805;37
12-24-20;17:16:00;113016;115237;108051;115006;89
12-24-20;17:17:00;114853;115239;107965;111661;36
12-24-20;17:18:00;111195;115185;108094;109332;86
12-24-20;17:19:00;113109;115133;107914;113347;89
12-24-20;17:20:00;113561;115205;107914;112082;36
12-24-20;17:21:00;113311;115249;107923;112626;70
12-24-20;17:22:00;113707;114945;108431;111388;76
12-24-20;17:23:00;114131;115107;107971;109415;81
12-24-20;17:24:00;108333;115286;107918;114086;82
12-24-20;17:25:00;109244;115260;108045;109834;82
12-24-20;17:26:00;109405;115039;108079;109018;16
12-24-20;17:27:00;108187;115264;108144;111036;13
12-24-20;17:28:00;110576;115280;107978;114939;11
12-24-20;17:29:00;108524;115223;108325;112390;89
12-24-20;17:30:00;111736;115241;108035;109739;49
12-24-20;17:31:00;108205;115290;107953;109119;5
12-24-20;17:32:00;115139;115284;107927;108744;60
12-24-20;17:33:00;108958;115266;107943;110550;75
12-24-20;17:33:59;115177;115177;108076;114898;71
12-24-20;17:34:59;113518;115154;108083;108774;32
12-24-20;17:36:00;110271;115207;107935;111818;85
12-24-20;17:37:00;111831;115287;108109;109696;95
12-24-20;17:37:59;111303;115129;108101;113695;62
12-24-20;17:38:59;111516;115169;108005;110313;40
12-24-20;17:40:00;113511;115255;107967;114555;60
12-24-20;17:41:00;109293;115183;107970;113090;13
12-24-20;17:41:59;108417;115275;107914;112113;62
12-24-20;17:42:59;111787;115252;108007;114957;38
12-24-20;17:44:00;110025;115290;108427;110687;18
12-24-20;17:45:00;114657;115119;108035;113451;58
12-24-20;17:45:59;111550;115248;107903;113656;3
12-24-20;17:47:00;114396;115024;107987;109703;35
12-24-20;17:48:00;114428;115183;107948;110598;73
12-24-20;17:49:00;109404;115222;108070;108393;54
12-24-20;17:49:59;111121;114663;107900;113997;95
12-24-20;17:52:00;110970;115175;107903;113804;11
12-24-20;17:53:00;108461;115239;108184;112971;53
12-24-20;17:53:59;108282;115038;108040;109286;34
12-24-20;17:55:00;108316;115286;108244;112068;17
12-24-20;17:57:00;108376;115244;107954;109125;31
12-24-20;17:57:59;108937;115280;107925;113310;83
12-24-20;17:59:00;114614;115283;108006;113706;42
12-24-20;18:00:00;111218;115046;107949;110452;26
12-24-20;18:01:00;112089;115241;108063;112600;28
12-24-20;18:02:00;109884;115163;107992;110032;57
12-24-20;18:03:00;113499;115170;107901;114573;8
12-24-20;18:04:00;108195;115253;108012;110362;53
12-24-20;18:05:00;110846;115270;107946;109079;47
12-24-20;18:06:00;112736;115258;108228;111331;35
12-24-20;18:07:00;111255;114945;108022;109441;89
12-24-20;18:08:00;109770;115296;107943;109624;72
12-24-20;18:09:00;110387;115279;108054;113682;71
12-24-20;18:10:00;113614;114794;107922;112691;47
12-24-20;18:11:00;114949;115117;108276;111920;63
12-24-20;18:12:00;110963;115182;108016;112790;7
12-24-20;18:13:00;113398;115297;107931;111705;46
12-24-20;18:14:00;113450;115019;107925;107925;24
12-24-20;18:15:00;112289;114941;107961;111815;36
12-24-20;18:16:00;108122;115299;108022;108461;54
12-24-20;18:17:00;112061;115265;107922;110742;74
12-24-20;18:18:00;110015;115153;107947;109174;1
12-24-20;18:18:59;110617;114997;107956;111044;3
12-24-20;18:19:59;110057;114695;108068;114401;12
12-24-20;18:21:00;112865;115138;107923;115045;17
12-24-20;18:22:00;109217;115093;108562;111666;94
12-24-20;18:22:59;114811;115252;107932;112028;82
12-24-20;18:23:59;111048;115224;108132;115079;6
12-24-20;18:25:00;109522;115256;108113;108771;15
12-24-20;18:26:00;112433;115279;108064;109696;31
12-24-20;18:26:59;112145;115282;108111;109317;27
12-24-20;18:27:59;109182;115268;107961;108969;32
12-24-20;18:29:00;111889;115209;107952;109597;5
12-24-20;18:30:00;110126;115246;107931;110551;70
12-24-20;18:30:59;112747;115188;108156;109737;53
12-24-20;18:32:00;108621;115161;108114;110683;44
12-24-20;18:33:00;110058;115284;107963;109217;94
12-24-20;18:34:00;109072;115095;107953;114309;64
12-24-20;18:34:59;113027;115244;107913;110774;2
12-24-20;18:36:00;114884;115210;108059;110469;59
12-24-20;18:38:00;112849;115282;107921;111552;16
12-24-20;18:38:59;108678;115218;108394;109809;88
12-24-20;18:40:00;114637;115279;108046;108560;33
12-24-20;18:41:00;111416;115291;107951;109589;33
12-24-20;18:42:00;115093;115093;107920;114198;92
12-24-20;18:42:59;114036;115291;107938;113942;3
12-24-20;18:44:00;114677;115272;107990;112307;65
12-24-20;18:45:00;112479;115191;107907;111994;14
12-24-20;18:46:00;113630;115212;107962;108162;71
12-24-20;18:47:00;110094;115289;107929;109762;71
12-24-20;18:48:00;110154;115234;108370;111367;97
12-24-20;18:50:00;113609;115291;107915;112686;65
12-24-20;18:51:00;108593;115266;107905;114970;97
12-24-20;18:52:00;111798;115237;108187;111130;16
12-24-20;18:53:00;113685;115293;108255;111430;54
12-24-20;18:54:00;114649;115141;107901;109832;20
12-24-20;18:55:00;109995;115267;107916;113932;47
12-24-20;18:56:00;114560;115274;107952;110984;55
12-24-20;18:57:00;114536;115084;108092;110012;91
12-24-20;18:58:00;111526;115201;108042;114708;17
12-24-20;18:59:00;112207;115131;108107;111517;73
12-24-20;19:00:00;112876;115255;108075;113447;72
12-24-20;19:01:00;109269;115258;108015;113659;62
12-24-20;19:02:00;108035;115252;108035;112814;71
12-24-20;19:03:00;114299;115272;107929;108132;58
12-24-20;19:04:00;109465;115229;107905;114128;5
12-24-20;19:05:00;109693;115226;108440;109618;83
12-24-20;19:06:00;115248;115248;108183;112421;28
12-24-20;19:07:00;110343;114874;107933;111377;65
12-24-20;19:08:00;112905;115237;107901;107901;76
12-24-20;19:09:00;109112;115255;108231;111342;87
12-24-20;19:10:00;114215;115297;107900;115026;32
12-24-20;19:11:00;115242;115247;107939;112625;78
12-24-20;19:12:00;108739;115135;107943;111650;47
12-24-20;19:13:00;108023;115230;107979;108367;45
12-24-20;19:14:00;115094;115094;108415;115027;35
12-24-20;19:15:00;114728;115083;107985;108922;67
12-24-20;19:16:00;111030;115260;107988;113867;42
12-24-20;19:17:00;111678;115251;108086;111090;25
12-24-20;19:18:00;108178;115267;107998;111458;71
12-24-20;19:19:00;109809;115244;107965;112536;97
12-24-20;19:19:59;108014;115275;108014;110237;69
12-24-20;19:21:00;109691;115141;107980;109491;17
12-24-20;19:22:00;112241;115143;107939;113897;11
12-24-20;19:23:00;110233;115286;108458;111290;83
12-24-20;19:23:59;114927;115172;107900;113663;28
12-24-20;19:25:00;114558;115276;107969;113482;59
12-24-20;19:26:00;111414;115231;107963;109701;9
12-24-20;19:27:00;113375;115275;107914;110351;54
12-24-20;19:27:59;108378;115041;108072;110403;31
12-24-20;19:29:00;110339;114875;107927;113923;66
12-24-20;19:30:00;110822;115291;107966;110711;41
12-24-20;19:31:00;109640;115278;108054;108090;92
12-24-20;19:32:00;114991;115294;108032;115294;4
12-24-20;19:33:00;108663;115205;107942;110868;77
12-24-20;19:34:00;111356;115094;107904;111510;45
12-24-20;19:35:00;115046;115276;107901;108957;50
12-24-20;19:36:00;115164;115290;108025;109122;74
12-24-20;19:37:00;108887;115255;108015;110635;23
12-24-20;19:38:00;111004;115186;108238;108853;44
12-24-20;19:39:00;110806;114957;107922;114743;57
12-24-20;19:40:00;109523;115194;108033;112740;39
12-24-20;19:41:00;112916;115246;107967;110611;5
12-24-20;19:42:00;113357;115198;107991;113135;61
12-24-20;19:43:00;108373;115299;108116;114687;67
12-24-20;19:44:00;112530;115177;108031;109598;31
12-24-20;19:45:00;110441;115292;107922;114502;42
12-24-20;19:46:00;109161;114985;108135;108602;59
12-24-20;19:47:00;110058;115299;107951;113018;80
12-24-20;19:48:00;111734;115258;107990;112158;15
12-24-20;19:49:00;108583;115040;108115;110041;18
12-24-20;19:50:00;111900;114606;107952;112289;1
12-24-20;19:51:00;113019;115296;107944;111981;91
12-24-20;19:52:00;113900;115252;108049;114418;39
12-24-20;19:53:00;113350;115287;108082;112492;20
12-24-20;19:54:00;109134;115252;108016;113962;31
12-24-20;19:55:00;110171;115264;108105;114872;89
12-24-20;19:56:00;115047;115139;107906;108966;78
12-24-20;19:57:00;112277;115289;107923;112474;81
12-24-20;19:58:00;109356;115244;108002;111804;77
12-24-20;20:00:00;113276;115275;108456;111826;94
12-25-20;10:00:00;113534;115046;108447;115023;8
12-25-20;10:01:00;113236;115162;108264;111776;82
12-25-20;10:02:00;110920;115255;107983;109547;1
12-25-20;10:03:00;112687;115222;108094;113982;77
12-25-20;10:04:00;111794;115172;107986;111733;12
12-25-20;10:05:00;111600;115171;108004;113953;18
12-25-20;10:06:00;108886;115293;108078;113881;30
12-25-20;10:07:00;109516;115286;107911;108639;80
12-25-20;10:08:00;112853;115061;107933;112568;96
12-25-20;10:09:00;113758;115018;108004;108365;41
12-25-20;10:10:00;114036;115217;108007;111184;38
12-25-20;10:11:00;115275;115275;107903;108990;69
12-25-20;10:12:00;109733;115146;107964;108235;51
12-25-20;10:13:00;113692;115252;107908;111045;45
12-25-20;10:14:00;111652;115205;107979;109728;87
12-25-20;10:15:00;111438;115290;108231;113625;6
12-25-20;10:16:00;112908;115228;107910;110954;46
12-25-20;10:17:00;111014;115199;108305;113918;37
12-25-20;10:18:00;111182;115251;107924;108595;46
12-25-20;10:19:00;109407;115213;107946;112140;66
12-25-20;10:20:00;108584;115223;108080;114478;68
12-25-20;10:21:00;111262;115299;107954;115072;14
12-25-20;10:22:00;108405;114860;107932;114012;88
12-25-20;10:23:00;109983;115145;107917;115039;3
12-25-20;10:24:00;108388;115082;108046;108205;55
12-25-20;10:24:59;111892;115160;107986;108041;28
12-25-20;10:26:00;111894;115082;108055;108897;22
12-25-20;10:26:59;113145;115000;108101;114062;92
